0 		 start2 		 start2
1010 		 compound 		 lwg__psp
1011 		 root 		 root
1012 		 aux 		 lwg_vaux
1013 		 aux:pass 		 lwg_vaux
1014 		 punct 		 rsym
1015 		 start2 		 start2
1016 		 start1 		 start1
1017 		 nsubj 		 k1
1018 		 obl 		 nmod__adj
1019 		 root 		 root
1020 		 aux 		 lwg_vaux
1021 		 aux:pass 		 lwg_vaux
1022 		 mark 		 k2u
1023 		 nsubj 		 k1
1024 		 advmod 		 lwg__psp
1025 		 dep 		 r6
1026 		 obj 		 lwg__psp
1027 		 case 		 nmod__adj
1028 		 obj 		 nmod__adj
1029 		 aux 		 pof__cn
1030 		 cc 		 k1
1031 		 obj 		 lwg__psp
1032 		 compound 		 r6
1033 		 conj 		 ccof
1034 		 aux 		 lwg__psp
1035 		 punct 		 rsym
1036 		 start2 		 start2
1037 		 start1 		 start1
1038 		 det 		 mod_wq
1039 		 nmod 		 rd
1040 		 case 		 lwg__psp
1041 		 compound 		 lwg__psp
1042 		 obl 		 pof
1043 		 case 		 main
1044 		 case 		 lwg__vaux
1045 		 dep 		 start2
1046 		 dep 		 start1
1047 		 nsubj 		 k1
1048 		 advmod 		 nmod__adj
1049 		 root 		 root
1050 		 aux 		 lwg_vaux
1051 		 nsubj:pass 		 k1
1052 		 case 		 lwg__psp
1053 		 acl 		 r6
1054 		 aux:pass 		 lwg_vaux
1055 		 nmod 		 k2u
1056 		 cc 		 k1
1057 		 obj 		 lwg__psp
1058 		 case 		 r6
1059 		 obl 		 lwg__psp
1060 		 mark 		 nmod__adj
1061 		 conj 		 ccof
1062 		 mark 		 k2
1063 		 compound 		 ccof
1064 		 acl:relcl 		 lwg__vaux
1065 		 aux 		 start2
1066 		 punct 		 rsym
1067 		 start2 		 start2
1068 		 start1 		 start1
1069 		 obl 		 nmod__adj
1070 		 case 		 k1
1071 		 nsubj 		 k1
1072 		 det 		 mod_wq
1073 		 obj 		 rd
1074 		 cc 		 k1
1075 		 conj 		 ccof
1076 		 case 		 main
1077 		 compound 		 start2
1078 		 root 		 root
1079 		 aux 		 lwg_vaux
1080 		 aux:pass 		 lwg_vaux
1081 		 punct 		 rsym
1082 		 start2 		 start2
1083 		 start1 		 start1
1084 		 mark 		 nmod__adj
1085 		 punct 		 rsym
1086 		 nsubj 		 k1
1087 		 iobj 		 k4
1088 		 root 		 root
1089 		 aux 		 lwg_vaux
1090 		 aux:pass 		 lwg_vaux
1091 		 mark 		 k2u
1092 		 advmod 		 k1
1093 		 nsubj 		 k1
1094 		 det 		 mod_wq
1095 		 obj 		 rd
1096 		 cc 		 k1
1097 		 conj 		 ccof
1098 		 case 		 main
1099 		 obl 		 start2
1100 		 case 		 start1
1101 		 dep 		 nmod__adj
1102 		 obj 		 k1
1103 		 aux 		 lwg__psp
1104 		 aux:pass 		 lwg_vaux
1105 		 cc 		 k1
1106 		 obj 		 lwg__psp
1107 		 nsubj 		 k1
1108 		 advcl 		 lwg__psp
1109 		 dep 		 r6
1110 		 advmod 		 lwg__psp
1111 		 conj 		 ccof
1112 		 punct 		 rsym
1113 		 start2 		 start2
1114 		 start1 		 start1
1115 		 obl 		 nmod__adj
1116 		 case 		 k1
1117 		 nsubj 		 k1
1118 		 obl 		 r6
1119 		 case 		 lwg__psp
1120 		 advcl 		 rh
1121 		 obl 		 lwg__psp
1122 		 cc 		 k1
1123 		 conj 		 ccof
1124 		 case 		 main
1125 		 compound 		 start2
1126 		 root 		 root
1127 		 aux 		 lwg_vaux
1128 		 punct 		 rsym
1129 		 start2 		 start2
1130 		 start1 		 start1
1131 		 obl 		 nmod__adj
1132 		 iobj 		 k4
1133 		 compound 		 lwg__psp
1134 		 nmod 		 nmod__adj
1135 		 case 		 nmod__adj
1136 		 nsubj 		 k1
1137 		 root 		 root
1138 		 punct 		 rsym
1139 		 start2 		 start2
1140 		 start1 		 start1
1141 		 obj 		 nmod__adj
1142 		 punct 		 rsym
1143 		 acl 		 r6-k2
1144 		 punct 		 rsym
1145 		 root 		 root
1146 		 aux 		 lwg_vaux
1147 		 punct 		 rsym
1148 		 start2 		 start2
1149 		 start1 		 start1
1150 		 obj 		 nmod__adj
1151 		 obl 		 k1
1152 		 mark 		 lwg__psp
1153 		 mark 		 r6
1154 		 obl 		 lwg__psp
1155 		 amod 		 nmod__adj
1156 		 mark 		 nmod__adj
1157 		 mark 		 pof__cn
1158 		 dep 		 k1
1159 		 compound 		 lwg__psp
1160 		 compound 		 r6
1161 		 nmod 		 lwg__psp
1162 		 case 		 nmod__adj
1163 		 obl 		 nmod__adj
1164 		 case 		 pof__cn
1165 		 advmod 		 k1
1166 		 root 		 root
1167 		 punct 		 rsym
1168 		 start2 		 start2
1169 		 start1 		 start1
1170 		 compound 		 nmod__adj
1171 		 nmod 		 k1
1172 		 cc 		 k1
1173 		 compound 		 r6
1174 		 conj 		 ccof
1175 		 case 		 lwg__psp
1176 		 nmod 		 nmod__adj
1177 		 case 		 nmod__adj
1178 		 obl 		 pof__cn
1179 		 case 		 k1
1180 		 compound 		 lwg__psp
1181 		 compound 		 r6
1182 		 compound 		 lwg__psp
1183 		 nsubj 		 k1
1184 		 case 		 lwg__psp
1185 		 nmod 		 r6
1186 		 nmod 		 lwg__psp
1187 		 case 		 nmod__adj
1188 		 nmod 		 nmod__adj
1189 		 amod 		 pof__cn
1190 		 obl 		 k1
1191 		 case 		 lwg__psp
1192 		 obj 		 r6
1193 		 case 		 lwg__psp
1194 		 nummod 		 enm
1195 		 punct 		 rsym
1196 		 nmod 		 rsym
1197 		 case 		 rsym
1198 		 obl 		 rsym
1199 		 case 		 rsym
1200 		 root 		 root
1201 		 punct 		 rsym
1202 		 start2 		 start2
1203 		 start1 		 start1
1204 		 obl 		 nmod__adj
1205 		 case 		 k1
1206 		 case 		 lwg__psp
1207 		 nsubj 		 k1
1208 		 punct 		 rsym
1209 		 amod 		 k1
1210 		 nmod 		 nmod__adj
1211 		 punct 		 rsym
1212 		 cc 		 k1
1213 		 conj 		 ccof
1214 		 punct 		 rsym
1215 		 punct 		 rsym
1216 		 nummod 		 enm
1217 		 nmod 		 pof_cn
1218 		 punct 		 rsym
1219 		 dislocated 		 fragof
1220 		 obj 		 rsym
1221 		 root 		 root
1222 		 cc 		 k1
1223 		 obl 		 lwg__psp
1224 		 case 		 r6
1225 		 case 		 lwg__psp
1226 		 compound 		 nmod__adj
1227 		 nsubj 		 k1
1228 		 punct 		 rsym
1229 		 compound 		 k1
1230 		 nmod 		 nmod__adj
1231 		 punct 		 rsym
1232 		 cc 		 k1
1233 		 compound 		 nmod__adj
1234 		 conj 		 ccof
1235 		 punct 		 rsym
1236 		 punct 		 rsym
1237 		 nummod 		 enm
1238 		 nmod 		 pof_cn
1239 		 punct 		 rsym
1240 		 dislocated 		 fragof
1241 		 compound 		 rsym
1242 		 conj 		 ccof
1243 		 punct 		 rsym
1244 		 start2 		 start2
1245 		 start1 		 start1
1246 		 obl 		 nmod__adj
1247 		 case 		 k1
1248 		 dep 		 lwg__psp
1249 		 amod 		 r6
1250 		 nsubj 		 k1
1251 		 case 		 lwg__rp
1252 		 nmod 		 nmod__adj
1253 		 case 		 k1s
1254 		 compound 		 main
1255 		 nmod 		 start2
1256 		 case 		 start1
1257 		 amod 		 nmod__adj
1258 		 obl 		 k1
1259 		 case 		 lwg__psp
1260 		 case 		 r6
1261 		 obl 		 lwg__psp
1262 		 case 		 nmod__adj
1263 		 case 		 nmod__adj
1264 		 root 		 root
1265 		 punct 		 rsym
1266 		 start2 		 start2
1267 		 start1 		 start1
1268 		 nsubj 		 k1
1269 		 case 		 nmod__adj
1270 		 nummod 		 enm
1271 		 obl 		 pof_cn
1272 		 case 		 k1
1273 		 case 		 lwg__psp
1274 		 obj 		 r6
1275 		 root 		 root
1276 		 punct 		 rsym
1277 		 nsubj 		 k1
1278 		 conj 		 ccof
1279 		 cc 		 k1
1280 		 nummod 		 enm
1281 		 nsubj 		 pof_cn
1282 		 conj 		 ccof
1283 		 start2 		 start2
1284 		 start1 		 start1
1285 		 amod 		 nmod__adj
1286 		 obl 		 k1
1287 		 case 		 lwg__psp
1288 		 nmod 		 r6
1289 		 case 		 lwg__psp
1290 		 compound 		 nmod__adj
1291 		 amod 		 nmod__adj
1292 		 mark 		 pof__cn
1293 		 amod 		 k1
1294 		 nsubj 		 k1
1295 		 case 		 r6
1296 		 amod 		 lwg__psp
1297 		 compound 		 nmod__adj
1298 		 root 		 root
1299 		 cc 		 k1
1300 		 nmod 		 lwg__psp
1301 		 case 		 r6
1302 		 obl 		 lwg__psp
1303 		 case 		 nmod__adj
1304 		 dep 		 nmod__adj
1305 		 compound 		 pof__cn
1306 		 conj 		 ccof
1307 		 aux 		 k1
1308 		 punct 		 rsym
1309 		 start2 		 start2
1310 		 start1 		 start1
1311 		 amod 		 nmod__adj
1312 		 nmod 		 k1
1313 		 case 		 lwg__psp
1314 		 nsubj 		 k1
1315 		 amod 		 lwg__psp
1316 		 obl 		 r6
1317 		 case 		 lwg__psp
1318 		 compound 		 nmod__adj
1319 		 obl 		 nmod__adj
1320 		 case 		 pof__cn
1321 		 case 		 k1
1322 		 case 		 lwg__psp
1323 		 root 		 root
1324 		 obj 		 lwg_vaux
1325 		 nsubj 		 k2u
1326 		 case 		 k1
1327 		 obl 		 lwg__psp
1328 		 case 		 r6
1329 		 acl:relcl 		 lwg__psp
1330 		 punct 		 rsym
1331 		 start2 		 start2
1332 		 start1 		 start1
1333 		 amod 		 nmod__adj
1334 		 obl 		 k1
1335 		 case 		 lwg__psp
1336 		 nummod 		 enm
1337 		 obl 		 pof_cn
1338 		 case 		 k1
1339 		 case 		 lwg__psp
1340 		 nsubj 		 k1
1341 		 obl 		 lwg__psp
1342 		 case 		 r6
1343 		 root 		 root
1344 		 punct 		 rsym
1345 		 start2 		 start2
1346 		 start1 		 start1
1347 		 iobj 		 k4
1348 		 case 		 lwg__psp
1349 		 nummod 		 enm
1350 		 compound 		 pof_cn
1351 		 nsubj 		 k1
1352 		 root 		 root
1353 		 cc 		 k1
1354 		 amod 		 lwg__psp
1355 		 nmod 		 r6
1356 		 nsubj 		 k1
1357 		 case 		 lwg__rp
1358 		 obj 		 nmod__adj
1359 		 case 		 k1s
1360 		 conj 		 ccof
1361 		 aux 		 start2
1362 		 punct 		 rsym
1363 		 start2 		 start2
1364 		 start1 		 start1
1365 		 amod 		 nmod__adj
1366 		 obl 		 k1
1367 		 case 		 lwg__psp
1368 		 nsubj 		 k1
1369 		 case 		 lwg__psp
1370 		 obl 		 r6
1371 		 case 		 lwg__psp
1372 		 compound 		 nmod__adj
1373 		 root 		 root
1374 		 aux 		 lwg_vaux
1375 		 punct 		 rsym
1376 		 start2 		 start2
1377 		 start1 		 start1
1378 		 obl 		 nmod__adj
1379 		 case 		 k1
1380 		 nmod 		 lwg__psp
1381 		 case 		 r6
1382 		 nsubj 		 k1
1383 		 acl 		 lwg__rp
1384 		 compound 		 nmod__adj
1385 		 nsubj 		 k1
1386 		 case 		 lwg__psp
1387 		 case 		 r6
1388 		 nummod 		 enm
1389 		 obl 		 pof_cn
1390 		 case 		 k1
1391 		 nmod 		 lwg__psp
1392 		 case 		 r6
1393 		 obj 		 lwg__psp
1394 		 root 		 root
1395 		 punct 		 rsym
1396 		 start2 		 start2
1397 		 start1 		 start1
1398 		 nsubj 		 k1
1399 		 case 		 nmod__adj
1400 		 case 		 k1s
1401 		 nummod 		 enm
1402 		 obl 		 pof_cn
1403 		 case 		 k1
1404 		 nummod 		 enm
1405 		 det 		 mod_wq
1406 		 compound 		 rd
1407 		 root 		 root
1408 		 punct 		 rsym
1409 		 start2 		 start2
1410 		 start1 		 start1
1411 		 nsubj 		 k1
1412 		 case 		 nmod__adj
1413 		 mark 		 k1s
1414 		 amod 		 main
1415 		 nummod 		 enm
1416 		 obl 		 pof_cn
1417 		 case 		 k1
1418 		 nummod 		 enm
1419 		 compound 		 pof_cn
1420 		 advcl 		 k1
1421 		 amod 		 lwg__psp
1422 		 nmod 		 r6
1423 		 case 		 lwg__psp
1424 		 nmod 		 nmod__adj
1425 		 case 		 nmod__adj
1426 		 obl 		 pof__cn
1427 		 case 		 k1
1428 		 compound 		 lwg__psp
1429 		 root 		 root
1430 		 aux 		 lwg_vaux
1431 		 punct 		 rsym
1432 		 start2 		 start2
1433 		 start1 		 start1
1434 		 det 		 mod_wq
1435 		 amod 		 rd
1436 		 nsubj 		 lwg__psp
1437 		 nmod 		 lwg__psp
1438 		 case 		 pof
1439 		 nummod 		 enm
1440 		 nummod 		 enm
1441 		 amod 		 pof_cn
1442 		 root 		 root
1443 		 cop 		 lwg_vaux
1444 		 punct 		 rsym
1445 		 start2 		 start2
1446 		 start1 		 start1
1447 		 nmod 		 nmod__adj
1448 		 nmod 		 k1
1449 		 compound 		 lwg__psp
1450 		 obj 		 r6
1451 		 case 		 lwg__psp
1452 		 punct 		 rsym
1453 		 compound 		 rsym
1454 		 compound 		 rsym
1455 		 compound 		 rsym
1456 		 compound 		 rsym
1457 		 compound 		 rsym
1458 		 compound 		 rsym
1459 		 compound 		 rsym
1460 		 compound 		 rsym
1461 		 nmod 		 rsym
1462 		 punct 		 rsym
1463 		 case 		 rsym
1464 		 obl 		 rsym
1465 		 case 		 rsym
1466 		 root 		 root
1467 		 aux:pass 		 lwg_vaux
1468 		 aux:pass 		 lwg_vaux
1469 		 punct 		 rsym
1470 		 start2 		 start2
1471 		 start1 		 start1
1472 		 nmod 		 nmod__adj
1473 		 obj 		 k1
1474 		 case 		 lwg__psp
1475 		 compound 		 r6
1476 		 acl 		 lwg__psp
1477 		 aux 		 nmod__adj
1478 		 compound 		 nmod__adj
1479 		 nsubj 		 k1
1480 		 case 		 lwg__psp
1481 		 nmod 		 r6
1482 		 det 		 mod_wq
1483 		 obj 		 rd
1484 		 obl 		 lwg__psp
1485 		 case 		 lwg__psp
1486 		 compound 		 pof
1487 		 root 		 root
1488 		 aux 		 lwg_vaux
1489 		 punct 		 rsym
1490 		 start2 		 start2
1491 		 start1 		 start1
1492 		 det 		 mod_wq
1493 		 obl 		 rd
1494 		 case 		 lwg__psp
1495 		 nsubj 		 k1
1496 		 obl 		 lwg__psp
1497 		 case 		 r6
1498 		 case 		 lwg__psp
1499 		 compound 		 nmod__adj
1500 		 root 		 root
1501 		 aux 		 lwg_vaux
1502 		 aux:pass 		 lwg_vaux
1503 		 obl 		 k2u
1504 		 punct 		 rsym
1505 		 compound 		 rsym
1506 		 compound 		 rsym
1507 		 compound 		 rsym
1508 		 compound 		 rsym
1509 		 compound 		 rsym
1510 		 compound 		 rsym
1511 		 obj 		 rsym
1512 		 punct 		 rsym
1513 		 acl 		 rsym
1514 		 aux 		 rsym
1515 		 compound 		 rsym
1516 		 advcl 		 rh
1517 		 aux 		 k1
1518 		 aux:pass 		 lwg_vaux
1519 		 punct 		 rsym
1520 		 start2 		 start2
1521 		 start1 		 start1
1522 		 det 		 mod_wq
1523 		 obj 		 rd
1524 		 case 		 lwg__psp
1525 		 nsubj 		 k1
1526 		 nmod 		 lwg__psp
1527 		 obl 		 r6
1528 		 case 		 lwg__psp
1529 		 acl 		 nmod__adj
1530 		 det 		 mod_wq
1531 		 obj 		 rd
1532 		 obj 		 lwg__psp
1533 		 punct 		 rsym
1534 		 conj 		 ccof
1535 		 cc 		 k1
1536 		 conj 		 ccof
1537 		 case 		 main
1538 		 compound 		 start2
1539 		 root 		 root
1540 		 aux 		 lwg_vaux
1541 		 punct 		 rsym
1542 		 start2 		 start2
1543 		 start1 		 start1
1544 		 nsubj 		 k1
1545 		 det 		 mod_wq
1546 		 obj 		 rd
1547 		 case 		 lwg__psp
1548 		 compound 		 lwg__psp
1549 		 advcl 		 rh
1550 		 aux 		 lwg__psp
1551 		 compound 		 lwg__psp
1552 		 root 		 root
1553 		 punct 		 rsym
1554 		 punct 		 rsym
1555 		 nsubj:pass 		 k1
1556 		 nmod 		 nmod__adj
1557 		 obl 		 k1s
1558 		 case 		 main
1559 		 obj 		 start2
1560 		 compound 		 start1
1561 		 compound 		 nmod__adj
1562 		 compound 		 k1
1563 		 compound 		 lwg__psp
1564 		 compound 		 r6
1565 		 compound 		 lwg__psp
1566 		 compound 		 nmod__adj
1567 		 nmod 		 nmod__adj
1568 		 case 		 pof__cn
1569 		 obl 		 k1
1570 		 case 		 lwg__psp
1571 		 compound 		 r6
1572 		 obj 		 lwg__psp
1573 		 aux:pass 		 lwg_vaux
1574 		 aux:pass 		 lwg_vaux
1575 		 punct 		 rsym
1576 		 start2 		 start2
1577 		 start1 		 start1
1578 		 punct 		 rsym
1579 		 obl 		 rsym
1580 		 case 		 rsym
1581 		 case 		 rsym
1582 		 compound 		 rsym
1583 		 nsubj 		 k1
1584 		 case 		 nmod__adj
1585 		 obj 		 k1s
1586 		 advcl 		 main
1587 		 aux 		 start2
1588 		 nmod 		 start1
1589 		 nummod 		 enm
1590 		 obj 		 pof_cn
1591 		 dep 		 k1
1592 		 obl 		 lwg__psp
1593 		 case 		 r6
1594 		 compound 		 lwg__psp
1595 		 root 		 root
1596 		 aux 		 lwg_vaux
1597 		 punct 		 rsym
1598 		 start2 		 start2
1599 		 start1 		 start1
1600 		 root 		 root
1601 		 aux 		 lwg_vaux
1602 		 mark 		 k2u
1603 		 compound 		 k1
1604 		 nsubj 		 k1
1605 		 case 		 r6
1606 		 nmod 		 lwg__psp
1607 		 obl 		 nmod__adj
1608 		 case 		 nmod__adj
1609 		 compound 		 pof__cn
1610 		 compound 		 k1
1611 		 nmod 		 lwg__psp
1612 		 punct 		 rsym
1613 		 compound 		 rsym
1614 		 compound 		 rsym
1615 		 obl 		 rsym
1616 		 punct 		 rsym
1617 		 case 		 rsym
1618 		 nmod 		 rsym
1619 		 obl 		 rsym
1620 		 case 		 rsym
1621 		 compound 		 rsym
1622 		 obj 		 rsym
1623 		 aux 		 rsym
1624 		 punct 		 rsym
1625 		 start2 		 start2
1626 		 start1 		 start1
1627 		 det 		 mod_wq
1628 		 obl 		 rd
1629 		 case 		 lwg__psp
1630 		 nmod 		 lwg__psp
1631 		 obj 		 pof
1632 		 case 		 main
1633 		 acl 		 lwg__vaux
1634 		 root 		 root
1635 		 aux:pass 		 lwg_vaux
1636 		 punct 		 rsym
1637 		 start2 		 start2
1638 		 start1 		 start1
1639 		 nmod 		 nmod__adj
1640 		 obl 		 k1
1641 		 case 		 lwg__psp
1642 		 compound 		 r6
1643 		 nsubj 		 k1
1644 		 punct 		 rsym
1645 		 compound 		 k1
1646 		 nmod 		 nmod__adj
1647 		 punct 		 rsym
1648 		 compound 		 r6-k2
1649 		 acl 		 lwg__psp
1650 		 obl 		 pof
1651 		 punct 		 rsym
1652 		 punct 		 rsym
1653 		 punct 		 rsym
1654 		 nmod 		 rsym
1655 		 punct 		 rsym
1656 		 punct 		 rsym
1657 		 punct 		 rsym
1658 		 compound 		 rsym
1659 		 compound 		 rsym
1660 		 conj 		 ccof
1661 		 punct 		 rsym
1662 		 punct 		 rsym
1663 		 punct 		 rsym
1664 		 compound 		 rsym
1665 		 compound 		 rsym
1666 		 compound 		 rsym
1667 		 compound 		 rsym
1668 		 conj 		 ccof
1669 		 punct 		 rsym
1670 		 punct 		 rsym
1671 		 punct 		 rsym
1672 		 obj 		 rsym
1673 		 acl 		 rsym
1674 		 conj 		 ccof
1675 		 punct 		 rsym
1676 		 cc 		 k1
1677 		 punct 		 rsym
1678 		 compound 		 k1
1679 		 compound 		 nmod__adj
1680 		 compound 		 k1s
1681 		 compound 		 main
1682 		 compound 		 start2
1683 		 conj 		 ccof
1684 		 punct 		 rsym
1685 		 case 		 start2
1686 		 nmod 		 start1
1687 		 nsubj 		 k1
1688 		 compound 		 nmod__adj
1689 		 obl 		 k1s
1690 		 case 		 main
1691 		 compound 		 start2
1692 		 root 		 root
1693 		 punct 		 rsym
1694 		 start2 		 start2
1695 		 start1 		 start1
1696 		 amod 		 nmod__adj
1697 		 nmod 		 k1
1698 		 case 		 lwg__psp
1699 		 nsubj 		 k1
1700 		 case 		 lwg__psp
1701 		 compound 		 r6
1702 		 nmod 		 lwg__psp
1703 		 case 		 nmod__adj
1704 		 obl 		 nmod__adj
1705 		 case 		 pof__cn
1706 		 obl 		 k1
1707 		 case 		 lwg__psp
1708 		 case 		 r6
1709 		 obj 		 lwg__psp
1710 		 acl 		 nmod__adj
1711 		 obl 		 nmod__adj
1712 		 case 		 pof__cn
1713 		 advcl 		 rh
1714 		 obj 		 lwg__psp
1715 		 case 		 lwg__psp
1716 		 obl 		 pof
1717 		 case 		 main
1718 		 advcl 		 rh
1719 		 aux 		 nmod__adj
1720 		 root 		 root
1721 		 punct 		 rsym
1722 		 nsubj 		 k1
1723 		 nmod 		 nmod__adj
1724 		 case 		 k1s
1725 		 det 		 mod_wq
1726 		 advmod 		 rd
1727 		 advmod 		 lwg__psp
1728 		 compound 		 lwg__psp
1729 		 obj 		 pof
1730 		 aux 		 main
1731 		 aux:pass 		 lwg_vaux
1732 		 start2 		 start2
1733 		 start1 		 start1
1734 		 nsubj 		 k1
1735 		 obj 		 nmod__adj
1736 		 root 		 root
1737 		 mark 		 lwg_vaux
1738 		 nmod 		 k2u
1739 		 case 		 k1
1740 		 nsubj 		 k1
1741 		 compound 		 r6
1742 		 obj 		 lwg__psp
1743 		 punct 		 rsym
1744 		 start2 		 start2
1745 		 start1 		 start1
1746 		 compound 		 nmod__adj
1747 		 nsubj 		 k1
1748 		 case 		 lwg__psp
1749 		 amod 		 r6
1750 		 nmod 		 lwg__psp
1751 		 case 		 nmod__adj
1752 		 advmod 		 nmod__adj
1753 		 case 		 pof__cn
1754 		 root 		 root
1755 		 punct 		 rsym
1756 		 advmod 		 rsym
1757 		 punct 		 rsym
1758 		 nsubj 		 k1
1759 		 obj 		 nmod__adj
1760 		 advmod 		 k1s
1761 		 punct 		 rsym
1762 		 nsubj 		 k1
1763 		 obl 		 nmod__adj
1764 		 case 		 k1s
1765 		 case 		 main
1766 		 nsubj 		 k1
1767 		 obj 		 lwg__psp
1768 		 cop 		 r6
1769 		 punct 		 rsym
1770 		 start2 		 start2
1771 		 start1 		 start1
1772 		 nsubj 		 k1
1773 		 nmod 		 nmod__adj
1774 		 obl 		 k1s
1775 		 obj 		 main
1776 		 root 		 root
1777 		 punct 		 rsym
1778 		 start2 		 start2
1779 		 start1 		 start1
1780 		 nsubj 		 k1
1781 		 nmod 		 nmod__adj
1782 		 amod 		 k1s
1783 		 nmod 		 main
1784 		 case 		 start2
1785 		 det 		 mod_wq
1786 		 root 		 root
1787 		 punct 		 rsym
1788 		 start2 		 start2
1789 		 start1 		 start1
1790 		 nsubj 		 k1
1791 		 nummod 		 enm
1792 		 dep 		 pof_cn
1793 		 obl 		 k1
1794 		 case 		 lwg__psp
1795 		 obl 		 r6
1796 		 obj 		 lwg__psp
1797 		 case 		 nmod__adj
1798 		 advcl 		 rh
1799 		 mark 		 lwg__psp
1800 		 mark 		 lwg__psp
1801 		 compound 		 pof
1802 		 root 		 root
1803 		 aux 		 lwg_vaux
1804 		 punct 		 rsym
1805 		 start2 		 start2
1806 		 start1 		 start1
1807 		 obl 		 nmod__adj
1808 		 amod 		 k1
1809 		 obl 		 lwg__psp
1810 		 case 		 r6
1811 		 compound 		 lwg__psp
1812 		 root 		 root
1813 		 aux 		 lwg_vaux
1814 		 aux:pass 		 lwg_vaux
1815 		 punct 		 rsym
1816 		 start2 		 start2
1817 		 start1 		 start1
1818 		 nmod 		 nmod__adj
1819 		 compound 		 k1
1820 		 acl 		 lwg__psp
1821 		 amod 		 r6
1822 		 nsubj 		 k1
1823 		 xcomp 		 k2
1824 		 root 		 root
1825 		 punct 		 rsym
1826 		 start2 		 start2
1827 		 start1 		 start1
1828 		 amod 		 nmod__adj
1829 		 obl 		 k1
1830 		 case 		 lwg__psp
1831 		 nsubj 		 k1
1832 		 punct 		 rsym
1833 		 amod 		 k1
1834 		 obl 		 nmod__adj
1835 		 det 		 mod_wq
1836 		 obj 		 rd
1837 		 obl 		 lwg__psp
1838 		 case 		 lwg__psp
1839 		 root 		 root
1840 		 punct 		 rsym
1841 		 obj 		 rsym
1842 		 acl:relcl 		 rsym
1843 		 aux 		 rsym
1844 		 nsubj 		 k1
1845 		 punct 		 rsym
1846 		 nsubj 		 k1
1847 		 nmod 		 nmod__adj
1848 		 obl 		 k1s
1849 		 advmod 		 main
1850 		 cop 		 start2
1851 		 punct 		 rsym
1852 		 mark 		 rsym
1853 		 advmod 		 rsym
1854 		 nsubj 		 k1
1855 		 nmod 		 nmod__adj
1856 		 nmod 		 k1s
1857 		 cop 		 main
1858 		 punct 		 rsym
1859 		 start2 		 start2
1860 		 start1 		 start1
1861 		 nsubj 		 k1
1862 		 nsubj 		 k1
1863 		 advmod 		 r6
1864 		 advcl 		 lwg__psp
1865 		 punct 		 rsym
1866 		 obj 		 rsym
1867 		 root 		 root
1868 		 aux 		 lwg_vaux
1869 		 aux:pass 		 lwg_vaux
1870 		 punct 		 rsym
1871 		 start2 		 start2
1872 		 start1 		 start1
1873 		 obl 		 nmod__adj
1874 		 case 		 k1
1875 		 nsubj 		 k1
1876 		 det 		 mod_wq
1877 		 compound 		 rd
1878 		 root 		 root
1879 		 aux 		 lwg_vaux
1880 		 aux:pass 		 lwg_vaux
1881 		 punct 		 rsym
1882 		 start2 		 start2
1883 		 start1 		 start1
1884 		 nsubj 		 k1
1885 		 advcl 		 nmod__adj
1886 		 root 		 root
1887 		 aux 		 lwg_vaux
1888 		 punct 		 rsym
1889 		 start2 		 start2
1890 		 start1 		 start1
1891 		 obl 		 nmod__adj
1892 		 nsubj 		 k1
1893 		 obl 		 lwg__psp
1894 		 case 		 r6
1895 		 obj 		 lwg__psp
1896 		 acl:relcl 		 nmod__adj
1897 		 aux 		 nmod__adj
1898 		 punct 		 rsym
1899 		 mark 		 r6-k2
1900 		 root 		 root
1901 		 cop 		 lwg_vaux
1902 		 punct 		 rsym
1903 		 mark 		 rsym
1904 		 nsubj 		 k1
1905 		 iobj 		 k4
1906 		 compound 		 lwg__psp
1907 		 acl 		 nmod__adj
1908 		 punct 		 rsym
1909 		 start2 		 start2
1910 		 start1 		 start1
1911 		 nmod 		 nmod__adj
1912 		 obj 		 k1
1913 		 case 		 lwg__psp
1914 		 nsubj 		 k1
1915 		 obl 		 lwg__psp
1916 		 dep 		 r6
1917 		 root 		 root
1918 		 aux 		 lwg_vaux
1919 		 punct 		 rsym
1920 		 mark 		 rsym
1921 		 nmod 		 rsym
1922 		 nmod 		 rsym
1923 		 case 		 rsym
1924 		 nmod 		 rsym
1925 		 punct 		 rsym
1926 		 start2 		 start2
1927 		 start1 		 start1
1928 		 mark 		 nmod__adj
1929 		 det 		 mod_wq
1930 		 compound 		 rd
1931 		 advcl 		 lwg__psp
1932 		 aux 		 lwg__psp
1933 		 punct 		 rsym
1934 		 mark 		 rsym
1935 		 obl 		 rsym
1936 		 advmod 		 rsym
1937 		 advcl 		 rh
1938 		 obl 		 k1
1939 		 obj 		 pof
1940 		 aux 		 ccof
1941 		 punct 		 rsym
1942 		 mark 		 start2
1943 		 det 		 mod_wq
1944 		 obl 		 rd
1945 		 case 		 lwg__psp
1946 		 nsubj 		 k1
1947 		 root 		 root
1948 		 punct 		 rsym
1949 		 start2 		 start2
1950 		 start1 		 start1
1951 		 obl 		 nmod__adj
1952 		 dep 		 k1
1953 		 nmod 		 lwg__psp
1954 		 case 		 r6
1955 		 nsubj 		 k1
1956 		 dep 		 lwg__rp
1957 		 advcl 		 nmod__adj
1958 		 root 		 root
1959 		 start2 		 start2
1960 		 start1 		 start1
1961 		 obl 		 nmod__adj
1962 		 advmod 		 k1
1963 		 advcl 		 lwg__psp
1964 		 obl 		 r6
